disease,question,label
migraine disorders,what is migraine disorders? Tell me about migraine disorders? What kind of disease is migraine disorders? Can you elaborate on migraine disorders? What can you tell me about migraine disorders? Could you describe what migraine disorders is? I�d like to know more about migraine disorders. Can you help? What information do you have on migraine disorders? Could you provide information on migraine disorders?,migraine disorders definition
migraine disorders,"for migraine disorders, migraine symptoms?",migraine disorders symptoms
migraine disorders,"for migraine disorders, what causes migraine attacks??",migraine disorders causes
migraine disorders,"for migraine disorders, migraine treatment?",migraine disorders treatment
migraine disorders,"for migraine disorders, migraine prevention?",migraine disorders prevention
migraine disorders,"for migraine disorders, how is migraine diagnosed??",migraine disorders diagnosis
pancytopenia,what is pancytopenia? Tell me about pancytopenia? What kind of disease is pancytopenia? Can you elaborate on pancytopenia? What can you tell me about pancytopenia? Could you describe what pancytopenia is? I�d like to know more about pancytopenia. Can you help? What information do you have on pancytopenia? Could you provide information on pancytopenia?,pancytopenia definition
pancytopenia,"for pancytopenia, symptoms of pancytopenia?",pancytopenia symptoms
pancytopenia,"for pancytopenia, pancytopenia causes and risk factors?",pancytopenia causes
pancytopenia,"for pancytopenia, complications caused by pancytopenia?",pancytopenia causes
pancytopenia,"for pancytopenia, how pancytopenia is diagnosed?",pancytopenia diagnosis
pancytopenia,"for pancytopenia, treatment options?",pancytopenia treatment
pancytopenia,"for pancytopenia, prevention of pancytopenia?",pancytopenia prevention
cholelithiasis or biliary calculus,what is cholelithiasis or biliary calculus? Tell me about cholelithiasis or biliary calculus? What kind of disease is cholelithiasis or biliary calculus? Can you elaborate on cholelithiasis or biliary calculus? What can you tell me about cholelithiasis or biliary calculus? Could you describe what cholelithiasis or biliary calculus is? I�d like to know more about cholelithiasis or biliary calculus. Can you help? What information do you have on cholelithiasis or biliary calculus? Could you provide information on cholelithiasis or biliary calculus?,cholelithiasis or biliary calculus definition
cholelithiasis or biliary calculus,"for cholelithiasis or biliary calculus, signs and symptoms of gallstones?",cholelithiasis or biliary calculus symptoms
cholelithiasis or biliary calculus,"for cholelithiasis or biliary calculus, causes?",cholelithiasis or biliary calculus causes
cholelithiasis or biliary calculus,"for cholelithiasis or biliary calculus, treatment?",cholelithiasis or biliary calculus treatment
cholelithiasis or biliary calculus,"for cholelithiasis or biliary calculus, risk factors for gallstones?",cholelithiasis or biliary calculus risks
cholelithiasis or biliary calculus,"for cholelithiasis or biliary calculus, diagnosis?",cholelithiasis or biliary calculus diagnosis
cholelithiasis or biliary calculus,"for cholelithiasis or biliary calculus, prevention?",cholelithiasis or biliary calculus prevention
tachycardia sinus,what is tachycardia sinus? Tell me about tachycardia sinus? What kind of disease is tachycardia sinus? Can you elaborate on tachycardia sinus? What can you tell me about tachycardia sinus? Could you describe what tachycardia sinus is? I�d like to know more about tachycardia sinus. Can you help? What information do you have on tachycardia sinus? Could you provide information on tachycardia sinus?,tachycardia sinus definition
tachycardia sinus,"for tachycardia sinus, what causes sinus tachycardia??",tachycardia sinus causes
tachycardia sinus,"for tachycardia sinus, sinus tachycardia symptoms?",tachycardia sinus symptoms
tachycardia sinus,"for tachycardia sinus, sinus tachycardia treatment?",tachycardia sinus treatment
tachycardia sinus,"for tachycardia sinus, how is sinus tachycardia diagnosed??",tachycardia sinus diagnosis
tachycardia sinus,"for tachycardia sinus, how can i prevent sinus tachycardia??",tachycardia sinus prevention
ileus,what is ileus? Tell me about ileus? What kind of disease is ileus? Can you elaborate on ileus? What can you tell me about ileus? Could you describe what ileus is? I�d like to know more about ileus. Can you help? What information do you have on ileus? Could you provide information on ileus?,ileus definition
ileus,"for ileus, what are the causes of an ileus??",ileus causes
ileus,"for ileus, what are the symptoms of an ileus??",ileus symptoms
ileus,"for ileus, how is an ileus diagnosed??",ileus diagnosis
ileus,"for ileus, risk factors for ileus?",ileus risks
ileus,"for ileus, what complications can an ileus cause??",ileus causes
ileus,"for ileus, can an ileus be prevented??",ileus prevention
adhesion,what is adhesion? Tell me about adhesion? What kind of disease is adhesion? Can you elaborate on adhesion? What can you tell me about adhesion? Could you describe what adhesion is? I�d like to know more about adhesion. Can you help? What information do you have on adhesion? Could you provide information on adhesion?,adhesion definition
adhesion,"for adhesion, symptoms of gallbladder adhesions?",adhesion symptoms
adhesion,"for adhesion, what causes gallbladder adhesions??",adhesion causes
adhesion,"for adhesion, complications of gallbladder adhesions?",adhesion complications
adhesion,"for adhesion, diagnosis and treatment of gallbladder adhesions?",adhesion treatment
delusion,what is delusion? Tell me about delusion? What kind of disease is delusion? Can you elaborate on delusion? What can you tell me about delusion? Could you describe what delusion is? I�d like to know more about delusion. Can you help? What information do you have on delusion? Could you provide information on delusion?,delusion definition
delusion,"for delusion, recognizing the symptoms of psychosis?",delusion symptoms
delusion,"for delusion, causes of psychosis?",delusion causes
delusion,"for delusion, risk factors for developing psychosis?",delusion risks
delusion,"for delusion, how is psychosis diagnosed??",delusion diagnosis
delusion,"for delusion, treatment of psychosis?",delusion treatment
delusion,"for delusion, complications and outlook for people with psychosis?",delusion complications
coronary artery disease,what is coronary artery disease? Tell me about coronary artery disease? What kind of disease is coronary artery disease? Can you elaborate on coronary artery disease? What can you tell me about coronary artery disease? Could you describe what coronary artery disease is? I�d like to know more about coronary artery disease. Can you help? What information do you have on coronary artery disease? Could you provide information on coronary artery disease?,coronary artery disease definition
coronary artery disease,"for coronary artery disease, coronary artery disease symptoms?",coronary artery disease symptoms
coronary artery disease,"for coronary artery disease, causes of coronary artery disease?",coronary artery disease causes
coronary artery disease,"for coronary artery disease, coronary artery disease risk factors?",coronary artery disease risks
coronary artery disease,"for coronary artery disease, coronary artery disease diagnosis?",coronary artery disease diagnosis
coronary artery disease,"for coronary artery disease, what is the treatment for cad??",coronary artery disease treatment
congestive heart failure,what is congestive heart failure? Tell me about congestive heart failure? What kind of disease is congestive heart failure? Can you elaborate on congestive heart failure? What can you tell me about congestive heart failure? Could you describe what congestive heart failure is? I�d like to know more about congestive heart failure. Can you help? What information do you have on congestive heart failure? Could you provide information on congestive heart failure?,congestive heart failure definition
congestive heart failure,"for congestive heart failure, what causes heart failure??",congestive heart failure causes
congestive heart failure,"for congestive heart failure, what are the symptoms of heart failure??",congestive heart failure symptoms
congestive heart failure,"for congestive heart failure, what are the risk factors for heart failure??",congestive heart failure risks
congestive heart failure,"for congestive heart failure, how is heart failure diagnosed??",congestive heart failure diagnosis
congestive heart failure,"for congestive heart failure, how can you prevent heart failure??",congestive heart failure prevention
congestive heart failure,"for congestive heart failure, what are the complications of heart failure??",congestive heart failure complications
stroke,what is stroke? Tell me about stroke? What kind of disease is stroke? Can you elaborate on stroke? What can you tell me about stroke? Could you describe what stroke is? I�d like to know more about stroke. Can you help? What information do you have on stroke? Could you provide information on stroke?,stroke definition
stroke,"for stroke, stroke symptoms?",stroke symptoms
stroke,"for stroke, what causes a stroke??",stroke causes
stroke,"for stroke, risk factors for stroke?",stroke risks
stroke,"for stroke, complications?",stroke complications
stroke,"for stroke, how to prevent a stroke?",stroke prevention
stroke,"for stroke, diagnosis of stroke?",stroke diagnosis
stroke,"for stroke, tests to diagnose stroke?",stroke diagnosis
stroke,"for stroke, stroke treatment?",stroke treatment
high cholesterol,what is high cholesterol? Tell me about high cholesterol? What kind of disease is high cholesterol? Can you elaborate on high cholesterol? What can you tell me about high cholesterol? Could you describe what high cholesterol is? I�d like to know more about high cholesterol. Can you help? What information do you have on high cholesterol? Could you provide information on high cholesterol?,high cholesterol definition
high cholesterol,"for high cholesterol, high cholesterol symptoms?",high cholesterol symptoms
high cholesterol,"for high cholesterol, causes of high cholesterol?",high cholesterol causes
high cholesterol,"for high cholesterol, risk factors for high cholesterol?",high cholesterol risks
high cholesterol,"for high cholesterol, complications of high cholesterol?",high cholesterol complications
high cholesterol,"for high cholesterol, how to prevent high cholesterol?",high cholesterol prevention
infectious disease,what is infectious disease? Tell me about infectious disease? What kind of disease is infectious disease? Can you elaborate on infectious disease? What can you tell me about infectious disease? Could you describe what infectious disease is? I�d like to know more about infectious disease. Can you help? What information do you have on infectious disease? Could you provide information on infectious disease?,infectious disease definition
infectious disease,"for infectious disease, what are the symptoms of acute respiratory infection??",infectious disease symptoms
infectious disease,"for infectious disease, what causes acute respiratory infection??",infectious disease causes
infectious disease,"for infectious disease, who is at risk for acute respiratory infection??",infectious disease risks
infectious disease,"for infectious disease, how is acute respiratory infection diagnosed??",infectious disease diagnosis
infectious disease,"for infectious disease, what are potential complications of acute respiratory infection??",infectious disease complications
infectious disease,"for infectious disease, preventing acute respiratory infection?",infectious disease prevention
COPD,what is COPD? Tell me about COPD? What kind of disease is COPD? Can you elaborate on COPD? What can you tell me about COPD? Could you describe what COPD is? I�d like to know more about COPD. Can you help? What information do you have on COPD? Could you provide information on COPD?,COPD definition
COPD,"for COPD, what are the symptoms of copd??",COPD symptoms
COPD,"for COPD, what causes copd??",COPD causes
COPD,"for COPD, diagnosing copd?",COPD diagnosis
COPD,"for COPD, treatment for copd?",COPD treatment
kidney failure,what is kidney failure? Tell me about kidney failure? What kind of disease is kidney failure? Can you elaborate on kidney failure? What can you tell me about kidney failure? Could you describe what kidney failure is? I�d like to know more about kidney failure. Can you help? What information do you have on kidney failure? Could you provide information on kidney failure?,kidney failure definition
kidney failure,"for kidney failure, symptoms of kidney failure?",kidney failure symptoms
kidney failure,"for kidney failure, causes of kidney failure?",kidney failure causes
kidney failure,"for kidney failure, diagnostic tests?",kidney failure diagnosis
kidney failure,"for kidney failure, treatment?",kidney failure treatment
kidney failure,"for kidney failure, complications?",kidney failure complications
kidney failure,"for kidney failure, kidney failure prevention?",kidney failure prevention
dementia,what is dementia? Tell me about dementia? What kind of disease is dementia? Can you elaborate on dementia? What can you tell me about dementia? Could you describe what dementia is? I�d like to know more about dementia. Can you help? What information do you have on dementia? Could you provide information on dementia?,dementia definition
dementia,"for dementia, dementia signs and symptoms?",dementia symptoms
dementia,"for dementia, what causes dementia??",dementia causes
dementia,"for dementia, dementia treatment?",dementia treatment
dementia,"for dementia, dementia prevention?",dementia prevention
osteoarthritis,what is osteoarthritis? Tell me about osteoarthritis? What kind of disease is osteoarthritis? Can you elaborate on osteoarthritis? What can you tell me about osteoarthritis? Could you describe what osteoarthritis is? I�d like to know more about osteoarthritis. Can you help? What information do you have on osteoarthritis? Could you provide information on osteoarthritis?,osteoarthritis definition
osteoarthritis,"for osteoarthritis, what are the symptoms of arthritis??",osteoarthritis symptoms
osteoarthritis,"for osteoarthritis, what causes arthritis??",osteoarthritis causes
osteoarthritis,"for osteoarthritis, how is arthritis diagnosed??",osteoarthritis diagnosis
osteoarthritis,"for osteoarthritis, complications?",osteoarthritis complications
osteoarthritis,"for osteoarthritis, risk factors?",osteoarthritis risks
anxiety disorder,what is anxiety disorder? Tell me about anxiety disorder? What kind of disease is anxiety disorder? Can you elaborate on anxiety disorder? What can you tell me about anxiety disorder? Could you describe what anxiety disorder is? I�d like to know more about anxiety disorder. Can you help? What information do you have on anxiety disorder? Could you provide information on anxiety disorder?,anxiety disorder definition
anxiety disorder,"for anxiety disorder, what are the symptoms of anxiety??",anxiety disorder symptoms
anxiety disorder,"for anxiety disorder, what causes anxiety??",anxiety disorder causes
anxiety disorder,"for anxiety disorder, who is at risk of anxiety disorders??",anxiety disorder risks
anxiety disorder,"for anxiety disorder, are there tests that diagnose anxiety??",anxiety disorder diagnosis
anxiety disorder,"for anxiety disorder, what are treatments for anxiety??",anxiety disorder treatment
anxiety disorder,"for anxiety disorder, anxiety prevention?",anxiety disorder prevention
sepsis,what is sepsis? Tell me about sepsis? What kind of disease is sepsis? Can you elaborate on sepsis? What can you tell me about sepsis? Could you describe what sepsis is? I�d like to know more about sepsis. Can you help? What information do you have on sepsis? Could you provide information on sepsis?,sepsis definition
sepsis,"for sepsis, what are the symptoms of sepsis??",sepsis symptoms
sepsis,"for sepsis, what causes sepsis??",sepsis causes
sepsis,"for sepsis, who is at risk for sepsis??",sepsis risks
sepsis,"for sepsis, how is sepsis diagnosed??",sepsis diagnosis
sepsis,"for sepsis, sepsis prevention?",sepsis prevention
sepsis,"for sepsis, sepsis complications?",sepsis complications
rash,what is rash? Tell me about rash? What kind of disease is rash? Can you elaborate on rash? What can you tell me about rash? Could you describe what rash is? I�d like to know more about rash. Can you help? What information do you have on rash? Could you provide information on rash?,rash definition
rash,"for rash, treatment options?",rash treatment
acute kidney injury,what is acute kidney injury? Tell me about acute kidney injury? What kind of disease is acute kidney injury? Can you elaborate on acute kidney injury? What can you tell me about acute kidney injury? Could you describe what acute kidney injury is? I�d like to know more about acute kidney injury. Can you help? What information do you have on acute kidney injury? Could you provide information on acute kidney injury?,acute kidney injury definition
acute kidney injury,"for acute kidney injury, what are the causes of acute kidney failure??",acute kidney injury causes
acute kidney injury,"for acute kidney injury, what are the risk factors for acute kidney failure??",acute kidney injury risks
acute kidney injury,"for acute kidney injury, what are the symptoms of acute kidney failure??",acute kidney injury symptoms
acute kidney injury,"for acute kidney injury, how is acute kidney failure diagnosed??",acute kidney injury diagnosis
acute kidney injury,"for acute kidney injury, what is the treatment for acute kidney failure??",acute kidney injury treatment
acute kidney injury,"for acute kidney injury, what are the complications of acute kidney failure??",acute kidney injury complications
acute kidney injury,"for acute kidney injury, how can i prevent acute kidney failure??",acute kidney injury prevention
mitral valve prolapse,what is mitral valve prolapse? Tell me about mitral valve prolapse? What kind of disease is mitral valve prolapse? Can you elaborate on mitral valve prolapse? What can you tell me about mitral valve prolapse? Could you describe what mitral valve prolapse is? I�d like to know more about mitral valve prolapse. Can you help? What information do you have on mitral valve prolapse? Could you provide information on mitral valve prolapse?,mitral valve prolapse definition
mitral valve prolapse,"for mitral valve prolapse, what are risk factors for mitral valve prolapse??",mitral valve prolapse risks
mitral valve prolapse,"for mitral valve prolapse, what are the symptoms of mitral valve prolapse??",mitral valve prolapse symptoms
mitral valve prolapse,"for mitral valve prolapse, how is mitral valve prolapse diagnosed??",mitral valve prolapse diagnosis
partial paralysis,what is partial paralysis? Tell me about partial paralysis? What kind of disease is partial paralysis? Can you elaborate on partial paralysis? What can you tell me about partial paralysis? Could you describe what partial paralysis is? I�d like to know more about partial paralysis. Can you help? What information do you have on partial paralysis? Could you provide information on partial paralysis?,partial paralysis definition
partial paralysis,"for partial paralysis, causes and types of paresis?",partial paralysis causes
partial paralysis,"for partial paralysis, what are the most common symptoms??",partial paralysis symptoms
partial paralysis,"for partial paralysis, treatment options?",partial paralysis treatment
paranoid personality disorder,what is paranoid personality disorder? Tell me about paranoid personality disorder? What kind of disease is paranoid personality disorder? Can you elaborate on paranoid personality disorder? What can you tell me about paranoid personality disorder? Could you describe what paranoid personality disorder is? I�d like to know more about paranoid personality disorder. Can you help? What information do you have on paranoid personality disorder? Could you provide information on paranoid personality disorder?,paranoid personality disorder definition
paranoid personality disorder,"for paranoid personality disorder, symptoms of paranoia?",paranoid personality disorder symptoms
paranoid personality disorder,"for paranoid personality disorder, what causes paranoia??",paranoid personality disorder causes
paranoid personality disorder,"for paranoid personality disorder, how is paranoia diagnosed??",paranoid personality disorder diagnosis
paroxysmal nocturnal dyspnea,what is paroxysmal nocturnal dyspnea? Tell me about paroxysmal nocturnal dyspnea? What kind of disease is paroxysmal nocturnal dyspnea? Can you elaborate on paroxysmal nocturnal dyspnea? What can you tell me about paroxysmal nocturnal dyspnea? Could you describe what paroxysmal nocturnal dyspnea is? I�d like to know more about paroxysmal nocturnal dyspnea. Can you help? What information do you have on paroxysmal nocturnal dyspnea? Could you provide information on paroxysmal nocturnal dyspnea?,paroxysmal nocturnal dyspnea definition
paroxysmal nocturnal dyspnea,"for paroxysmal nocturnal dyspnea, what are the symptoms??",paroxysmal nocturnal dyspnea symptoms
paroxysmal nocturnal dyspnea,"for paroxysmal nocturnal dyspnea, common causes?",paroxysmal nocturnal dyspnea causes
paroxysmal nocturnal dyspnea,"for paroxysmal nocturnal dyspnea, how it�s diagnosed?",paroxysmal nocturnal dyspnea diagnosis
pulmonary edema,what is pulmonary edema? Tell me about pulmonary edema? What kind of disease is pulmonary edema? Can you elaborate on pulmonary edema? What can you tell me about pulmonary edema? Could you describe what pulmonary edema is? I�d like to know more about pulmonary edema. Can you help? What information do you have on pulmonary edema? Could you provide information on pulmonary edema?,pulmonary edema definition
pulmonary edema,"for pulmonary edema, causes of pulmonary edema?",pulmonary edema causes
pulmonary edema,"for pulmonary edema, symptoms of pulmonary edema?",pulmonary edema symptoms
pulmonary edema,"for pulmonary edema, diagnosis of pulmonary edema?",pulmonary edema diagnosis
pulmonary edema,"for pulmonary edema, treatment of pulmonary edema?",pulmonary edema treatment
pulmonary edema,"for pulmonary edema, risk factors of pulmonary edema?",pulmonary edema risks
pulmonary edema,"for pulmonary edema, prevention of pulmonary edema?",pulmonary edema prevention
lymphedema,what is lymphedema? Tell me about lymphedema? What kind of disease is lymphedema? Can you elaborate on lymphedema? What can you tell me about lymphedema? Could you describe what lymphedema is? I�d like to know more about lymphedema. Can you help? What information do you have on lymphedema? Could you provide information on lymphedema?,lymphedema definition
lymphedema,"for lymphedema, what causes lymphangitis??",lymphedema causes
lymphedema,"for lymphedema, what are the symptoms of this condition??",lymphedema symptoms
lymphedema,"for lymphedema, how is lymphangitis diagnosed??",lymphedema diagnosis
lymphedema,"for lymphedema, what are the complications of lymphangitis??",lymphedema complications
aortic valve stenosis,what is aortic valve stenosis? Tell me about aortic valve stenosis? What kind of disease is aortic valve stenosis? Can you elaborate on aortic valve stenosis? What can you tell me about aortic valve stenosis? Could you describe what aortic valve stenosis is? I�d like to know more about aortic valve stenosis. Can you help? What information do you have on aortic valve stenosis? Could you provide information on aortic valve stenosis?,aortic valve stenosis definition
aortic valve stenosis,"for aortic valve stenosis, what are the symptoms of aortic valve stenosis??",aortic valve stenosis symptoms
aortic valve stenosis,"for aortic valve stenosis, what are the symptoms of aortic valve stenosis in children and infants??",aortic valve stenosis symptoms
aortic valve stenosis,"for aortic valve stenosis, what causes aortic valve stenosis??",aortic valve stenosis causes
aortic valve stenosis,"for aortic valve stenosis, who�s at risk for aortic valve stenosis??",aortic valve stenosis risks
aortic valve stenosis,"for aortic valve stenosis, how is aortic valve stenosis diagnosed??",aortic valve stenosis diagnosis
fluid overload,what is fluid overload? Tell me about fluid overload? What kind of disease is fluid overload? Can you elaborate on fluid overload? What can you tell me about fluid overload? Could you describe what fluid overload is? I�d like to know more about fluid overload. Can you help? What information do you have on fluid overload? Could you provide information on fluid overload?,fluid overload definition
fluid overload,"for fluid overload, what are the signs and symptoms of hypervolemia??",fluid overload symptoms
fluid overload,"for fluid overload, what causes hypervolemia??",fluid overload causes
fluid overload,"for fluid overload, how is hypervolemia diagnosed??",fluid overload diagnosis
fluid overload,"for fluid overload, can hypervolemia cause other conditions to develop??",fluid overload causes
peptic ulcer,what is peptic ulcer? Tell me about peptic ulcer? What kind of disease is peptic ulcer? Can you elaborate on peptic ulcer? What can you tell me about peptic ulcer? Could you describe what peptic ulcer is? I�d like to know more about peptic ulcer. Can you help? What information do you have on peptic ulcer? Could you provide information on peptic ulcer?,peptic ulcer definition
peptic ulcer,"for peptic ulcer, stomach ulcer symptoms ?",peptic ulcer symptoms
kidney failure,what is kidney failure? Tell me about kidney failure? What kind of disease is kidney failure? Can you elaborate on kidney failure? What can you tell me about kidney failure? Could you describe what kidney failure is? I�d like to know more about kidney failure. Can you help? What information do you have on kidney failure? Could you provide information on kidney failure?,kidney failure definition
kidney failure,"for kidney failure, symptoms of kidney failure?",kidney failure symptoms
kidney failure,"for kidney failure, causes of kidney failure?",kidney failure causes
kidney failure,"for kidney failure, diagnostic tests?",kidney failure diagnosis
kidney failure,"for kidney failure, treatment?",kidney failure treatment
kidney failure,"for kidney failure, complications?",kidney failure complications
kidney failure,"for kidney failure, kidney failure prevention?",kidney failure prevention
heart failure,what is heart failure? Tell me about heart failure? What kind of disease is heart failure? Can you elaborate on heart failure? What can you tell me about heart failure? Could you describe what heart failure is? I�d like to know more about heart failure. Can you help? What information do you have on heart failure? Could you provide information on heart failure?,heart failure definition
heart failure,"for heart failure, what causes heart failure??",heart failure causes
heart failure,"for heart failure, what are the symptoms of heart failure??",heart failure symptoms
heart failure,"for heart failure, what are the risk factors for heart failure??",heart failure risks
heart failure,"for heart failure, how is heart failure diagnosed??",heart failure diagnosis
heart failure,"for heart failure, how can you prevent heart failure??",heart failure prevention
heart failure,"for heart failure, what are the complications of heart failure??",heart failure complications
pulmonary hypertension,what is pulmonary hypertension? Tell me about pulmonary hypertension? What kind of disease is pulmonary hypertension? Can you elaborate on pulmonary hypertension? What can you tell me about pulmonary hypertension? Could you describe what pulmonary hypertension is? I�d like to know more about pulmonary hypertension. Can you help? What information do you have on pulmonary hypertension? Could you provide information on pulmonary hypertension?,pulmonary hypertension definition
pulmonary hypertension,"for pulmonary hypertension, symptoms of cor pulmonale?",pulmonary hypertension symptoms
pulmonary hypertension,"for pulmonary hypertension, treatment of cor pulmonale?",pulmonary hypertension treatment
pulmonary hypertension,"for pulmonary hypertension, causes of cor pulmonale?",pulmonary hypertension causes
pulmonary hypertension,"for pulmonary hypertension, diagnosing cor pulmonale?",pulmonary hypertension diagnosis
pulmonary hypertension,"for pulmonary hypertension, complications of cor pulmonale?",pulmonary hypertension complications
dysphagia,what is dysphagia? Tell me about dysphagia? What kind of disease is dysphagia? Can you elaborate on dysphagia? What can you tell me about dysphagia? Could you describe what dysphagia is? I�d like to know more about dysphagia. Can you help? What information do you have on dysphagia? Could you provide information on dysphagia?,dysphagia definition
dysphagia,"for dysphagia, what causes swallowing difficulty??",dysphagia causes
dysphagia,"for dysphagia, signs and symptoms of dysphagia?",dysphagia symptoms
dysphagia,"for dysphagia, how is swallowing difficulty diagnosed??",dysphagia diagnosis
dysphagia,"for dysphagia, home treatment?",dysphagia treatment
Pneumocystis pneumonia,what is Pneumocystis pneumonia? Tell me about Pneumocystis pneumonia? What kind of disease is Pneumocystis pneumonia? Can you elaborate on Pneumocystis pneumonia? What can you tell me about Pneumocystis pneumonia? Could you describe what Pneumocystis pneumonia is? I�d like to know more about Pneumocystis pneumonia. Can you help? What information do you have on Pneumocystis pneumonia? Could you provide information on Pneumocystis pneumonia?,Pneumocystis pneumonia definition
Pneumocystis pneumonia,"for Pneumocystis pneumonia, causes of pneumocystis pneumonia?",Pneumocystis pneumonia causes
Pneumocystis pneumonia,"for Pneumocystis pneumonia, symptoms of pneumocystis pneumonia?",Pneumocystis pneumonia symptoms
Pneumocystis pneumonia,"for Pneumocystis pneumonia, diagnosis of pneumocystis pneumonia?",Pneumocystis pneumonia diagnosis
Pneumocystis pneumonia,"for Pneumocystis pneumonia, treatments options for pneumocystis pneumonia?",Pneumocystis pneumonia treatment
Pneumocystis pneumonia,"for Pneumocystis pneumonia, cost and coverage of pneumocystis pneumonia treatments?",Pneumocystis pneumonia treatment
alcohol use disorder,what is alcohol use disorder? Tell me about alcohol use disorder? What kind of disease is alcohol use disorder? Can you elaborate on alcohol use disorder? What can you tell me about alcohol use disorder? Could you describe what alcohol use disorder is? I�d like to know more about alcohol use disorder. Can you help? What information do you have on alcohol use disorder? Could you provide information on alcohol use disorder?,alcohol use disorder definition
alcohol use disorder,"for alcohol use disorder, what causes it??",alcohol use disorder causes
alcohol use disorder,"for alcohol use disorder, what are the risk factors??",alcohol use disorder risks
alcohol use disorder,"for alcohol use disorder, what are the symptoms??",alcohol use disorder symptoms
alcohol use disorder,"for alcohol use disorder, professional diagnosis?",alcohol use disorder diagnosis
alcohol use disorder,"for alcohol use disorder, how can you prevent alcohol use disorder??",alcohol use disorder prevention
emotional lability,what is emotional lability? Tell me about emotional lability? What kind of disease is emotional lability? Can you elaborate on emotional lability? What can you tell me about emotional lability? Could you describe what emotional lability is? I�d like to know more about emotional lability. Can you help? What information do you have on emotional lability? Could you provide information on emotional lability?,emotional lability definition
emotional lability,"for emotional lability, what are the symptoms??",emotional lability symptoms
emotional lability,"for emotional lability, other causes of emotional lability?",emotional lability causes
emotional lability,"for emotional lability, how is it diagnosed??",emotional lability diagnosis
bedsore,what is bedsore? Tell me about bedsore? What kind of disease is bedsore? Can you elaborate on bedsore? What can you tell me about bedsore? Could you describe what bedsore is? I�d like to know more about bedsore. Can you help? What information do you have on bedsore? Could you provide information on bedsore?,bedsore definition
bedsore,"for bedsore, symptoms?",bedsore symptoms
bedsore,"for bedsore, causes?",bedsore causes
bedsore,"for bedsore, risk factors?",bedsore risks
bedsore,"for bedsore, diagnosis?",bedsore diagnosis
bedsore,"for bedsore, treatment?",bedsore treatment
bedsore,"for bedsore, prevention?",bedsore prevention
